asset_id,asset_name,asset_type,building_id,floor,installation_date,operating_hours,temperature,vibration,pressure,energy_consumption,last_maintenance_date,maintenance_count,failure_count,current_status,health_score,next_maintenance_due
AHU-B31348,Air Handling Unit #348,Air Handling Unit,B3,1,2019-03-07,9826,35.8,0.82,54.2,18.2,2026-07-11,5,4,Good,70.4,2026-10-06
CTWR-B35349,Cooling Tower #349,Cooling Tower,B3,5,2021-10-14,17802,37.0,1.22,45.9,12.2,2026-06-09,21,2,Good,72.7,2026-11-25
AHU-B11350,Air Handling Unit #350,Air Handling Unit,B1,1,2019-08-12,3179,56.4,4.33,58.6,46.3,2026-06-22,20,6,Critical,30.3,2026-08-06
PUMP-B35351,Water Pump #351,Water Pump,B3,5,2024-02-19,9799,48.2,1.27,46.8,28.1,2026-05-24,11,3,Good,71.9,2026-10-08
AHU-B13352,Air Handling Unit #352,Air Handling Unit,B1,3,2022-08-15,11828,62.9,3.11,59.5,57.2,2026-01-28,13,3,Critical,40.1,2026-08-13
PUMP-B22353,Water Pump #353,Water Pump,B2,2,2022-06-01,15433,50.9,0.99,42.3,27.6,2026-03-11,22,1,Good,73.5,2026-10-01
COMP-B22354,Compressor #354,Compressor,B2,2,2021-09-09,8662,42.0,1.38,55.6,28.1,2026-06-02,7,3,Good,76.6,2026-11-04
CHILL-B24355,Chiller #355,Chiller,B2,4,2023-05-05,8905,62.1,2.83,42.3,50.6,2026-06-10,17,3,Critical,46.2,2026-09-10
CHILL-B32356,Chiller #356,Chiller,B3,2,2023-05-11,13434,41.5,0.63,47.9,20.1,2026-03-23,5,2,Good,76.9,2026-10-28
PUMP-B34357,Water Pump #357,Water Pump,B3,4,2021-09-11,12048,90.2,7.83,85.4,107.2,2026-02-27,7,4,Critical,5.0,2026-08-08
COMP-B13358,Compressor #358,Compressor,B1,3,2023-02-13,6061,41.8,1.68,56.3,43.6,2026-03-03,20,2,Good,82.6,2026-12-13
GEN-B22359,Generator #359,Generator,B2,2,2021-01-16,9280,39.1,1.72,51.0,37.9,2026-03-16,8,5,Warning,64.1,2026-09-10
GEN-B32360,Generator #360,Generator,B3,2,2023-10-04,10886,63.9,3.81,39.9,56.9,2026-06-27,2,5,Critical,24.0,2026-08-05
ELEV-B12361,Elevator #361,Elevator,B1,2,2021-01-01,15009,50.2,0.87,52.0,30.3,2026-05-15,3,2,Warning,69.7,2026-09-02
ELEV-B23362,Elevator #362,Elevator,B2,3,2020-12-20,16054,38.5,0.63,42.8,22.8,2026-04-12,10,1,Good,79.4,2026-10-11
CTWR-B31363,Cooling Tower #363,Cooling Tower,B3,1,2024-07-21,11813,48.7,0.66,46.5,30.7,2026-05-02,13,1,Good,79.4,2026-09-24
AHU-B21364,Air Handling Unit #364,Air Handling Unit,B2,1,2019-03-05,4550,78.2,8.67,90.0,90.9,2026-03-25,17,3,Critical,15.6,2026-08-08
CTWR-B31365,Cooling Tower #365,Cooling Tower,B3,1,2023-07-21,14175,68.8,3.7,34.6,72.4,2026-03-08,5,4,Critical,21.3,2026-08-01
HVAC-B12366,HVAC Unit #366,HVAC Unit,B1,2,2022-01-02,8376,76.0,6.67,46.7,103.9,2026-01-17,8,3,Critical,11.9,2026-09-08
HVAC-B34367,HVAC Unit #367,HVAC Unit,B3,4,2023-02-02,7757,43.7,0.61,53.2,31.2,2026-03-17,19,0,Healthy,92.5,2026-10-13
GEN-B15368,Generator #368,Generator,B1,5,2019-11-24,10421,39.8,2.1,54.1,20.5,2026-02-11,9,4,Warning,64.8,2026-09-07
CHILL-B33369,Chiller #369,Chiller,B3,3,2022-01-15,17970,32.8,2.05,53.9,40.8,2026-02-25,13,1,Good,72.8,2026-11-27
GEN-B33370,Generator #370,Generator,B3,3,2021-08-02,8730,42.2,1.16,45.5,18.0,2026-03-07,19,6,Warning,61.5,2026-09-12
CTWR-B33371,Cooling Tower #371,Cooling Tower,B3,3,2022-07-20,6615,37.7,2.38,55.7,20.2,2026-05-04,16,3,Good,71.1,2026-09-28
HVAC-B31372,HVAC Unit #372,HVAC Unit,B3,1,2019-05-01,11143,51.2,0.78,47.9,33.3,2026-04-24,15,3,Warning,67.3,2026-09-02
ELEV-B21373,Elevator #373,Elevator,B2,1,2021-01-04,11097,50.6,2.37,56.6,16.0,2026-06-24,5,2,Warning,65.6,2026-08-15
COMP-B11374,Compressor #374,Compressor,B1,1,2019-02-24,8894,66.8,3.35,30.9,62.3,2026-01-24,15,6,Critical,21.6,2026-08-04
CHILL-B24375,Chiller #375,Chiller,B2,4,2019-01-16,15371,32.3,2.22,52.5,43.7,2026-03-23,15,3,Warning,63.9,2026-09-12
COMP-B13376,Compressor #376,Compressor,B1,3,2019-11-09,7362,32.0,1.77,56.0,39.6,2026-04-18,8,5,Warning,65.5,2026-09-13
GEN-B31377,Generator #377,Generator,B3,1,2021-06-03,13235,35.3,1.79,47.9,30.2,2026-02-11,15,6,Warning,54.7,2026-09-07
AHU-B34378,Air Handling Unit #378,Air Handling Unit,B3,4,2021-08-12,10782,49.8,1.82,48.5,43.7,2026-01-20,5,6,Warning,51.5,2026-09-15
AHU-B23379,Air Handling Unit #379,Air Handling Unit,B2,3,2024-08-15,6583,49.2,1.73,51.6,29.8,2026-07-24,2,2,Good,77.0,2026-10-28
AHU-B14380,Air Handling Unit #380,Air Handling Unit,B1,4,2019-07-04,17629,43.5,1.06,50.8,43.1,2026-06-08,18,0,Good,82.8,2026-11-16
CHILL-B23381,Chiller #381,Chiller,B2,3,2023-07-17,14071,40.2,1.95,43.7,33.1,2026-04-05,8,4,Warning,62.5,2026-08-12
HVAC-B31382,HVAC Unit #382,HVAC Unit,B3,1,2022-03-03,11245,48.5,1.58,43.5,38.9,2026-01-01,8,6,Warning,54.5,2026-08-05
CHILL-B12383,Chiller #383,Chiller,B1,2,2024-02-03,9504,39.2,1.33,53.2,21.9,2026-04-12,15,0,Healthy,90.8,2026-10-10
CTWR-B35384,Cooling Tower #384,Cooling Tower,B3,5,2022-11-20,2572,84.0,6.82,36.9,96.8,2026-07-18,22,5,Critical,7.5,2026-08-07
PUMP-B34385,Water Pump #385,Water Pump,B3,4,2019-07-02,17172,33.8,1.04,55.3,32.8,2026-01-15,3,3,Warning,68.3,2026-09-12
PUMP-B15386,Water Pump #386,Water Pump,B1,5,2022-01-11,11351,41.0,1.7,43.5,34.6,2026-05-28,18,6,Warning,57.3,2026-08-15
COMP-B15387,Compressor #387,Compressor,B1,5,2020-08-09,13919,37.1,0.81,50.3,17.7,2026-04-10,18,5,Warning,61.5,2026-08-01
ELEV-B33388,Elevator #388,Elevator,B3,3,2022-02-22,6272,37.0,1.3,53.9,33.6,2026-02-25,3,1,Healthy,88.9,2026-12-02
ELEV-B12389,Elevator #389,Elevator,B1,2,2021-11-19,17366,46.0,2.24,43.6,16.6,2026-06-20,8,5,Warning,50.7,2026-08-08
COMP-B24390,Compressor #390,Compressor,B2,4,2019-12-17,13268,41.5,1.1,50.9,25.9,2026-01-03,21,4,Warning,67.1,2026-09-15
PUMP-B24391,Water Pump #391,Water Pump,B2,4,2023-04-05,5165,35.7,0.95,52.6,30.0,2026-05-09,1,1,Healthy,90.0,2026-12-03
AHU-B34392,Air Handling Unit #392,Air Handling Unit,B3,4,2019-09-02,8810,46.9,1.3,47.9,28.8,2026-01-04,7,1,Good,84.3,2026-11-19
HVAC-B22393,HVAC Unit #393,HVAC Unit,B2,2,2021-04-28,16941,41.6,0.99,44.8,30.3,2026-06-18,7,1,Good,78.5,2026-09-05
AHU-B32394,Air Handling Unit #394,Air Handling Unit,B3,2,2019-08-17,3578,47.1,2.11,47.8,19.4,2026-03-14,19,1,Good,84.0,2026-09-25
CTWR-B13395,Cooling Tower #395,Cooling Tower,B1,3,2022-01-07,13444,49.3,1.95,44.0,32.3,2026-07-17,13,3,Warning,63.4,2026-09-11
AHU-B15396,Air Handling Unit #396,Air Handling Unit,B1,5,2023-05-16,3659,33.3,0.75,56.3,16.8,2026-06-02,14,4,Good,76.4,2026-11-09
CTWR-B24397,Cooling Tower #397,Cooling Tower,B2,4,2024-06-10,11918,84.3,6.98,82.5,106.3,2026-05-22,10,9,Critical,5.0,2026-08-08
PUMP-B14398,Water Pump #398,Water Pump,B1,4,2021-09-17,3262,37.4,1.12,50.2,22.3,2026-03-08,9,5,Good,71.8,2026-10-12
ELEV-B13399,Elevator #399,Elevator,B1,3,2023-11-14,10326,45.2,1.98,56.2,16.6,2026-07-23,9,4,Warning,65.7,2026-09-04
PUMP-B35400,Water Pump #400,Water Pump,B3,5,2023-06-07,16361,46.5,2.18,52.2,18.8,2026-07-21,19,4,Warning,56.7,2026-09-03
COMP-B22401,Compressor #401,Compressor,B2,2,2022-08-23,10071,34.9,1.69,46.0,43.9,2026-07-18,19,3,Good,73.6,2026-12-01
CHILL-B13402,Chiller #402,Chiller,B1,3,2022-08-18,10279,37.3,2.37,52.0,28.2,2026-01-16,17,4,Warning,62.6,2026-09-07
PUMP-B12403,Water Pump #403,Water Pump,B1,2,2020-02-12,2985,34.1,1.56,44.0,15.2,2026-06-22,2,6,Warning,66.6,2026-09-04
HVAC-B35404,HVAC Unit #404,HVAC Unit,B3,5,2019-01-04,12262,40.6,1.01,51.9,30.8,2026-03-18,20,5,Warning,63.1,2026-09-14
GEN-B11405,Generator #405,Generator,B1,1,2023-10-11,8404,81.4,7.69,19.3,83.1,2026-06-20,6,9,Critical,5.0,2026-09-13
COMP-B11406,Compressor #406,Compressor,B1,1,2020-07-08,9130,35.5,1.0,43.7,19.9,2026-03-14,15,4,Good,71.1,2026-12-15
GEN-B11407,Generator #407,Generator,B1,1,2019-07-23,15753,39.7,1.71,48.1,29.9,2026-03-07,15,1,Good,77.9,2026-12-14
PUMP-B21408,Water Pump #408,Water Pump,B2,1,2022-09-20,13910,34.9,0.74,55.4,34.5,2026-02-26,15,4,Warning,66.5,2026-09-04
GEN-B23409,Generator #409,Generator,B2,3,2022-05-08,10724,41.4,0.64,57.0,20.1,2026-06-03,8,3,Good,74.6,2026-12-23
HVAC-B25410,HVAC Unit #410,HVAC Unit,B2,5,2021-06-13,1871,50.2,0.76,46.1,19.5,2026-03-09,16,3,Good,77.5,2026-12-06
AHU-B15411,Air Handling Unit #411,Air Handling Unit,B1,5,2024-09-20,7613,47.2,0.76,56.7,15.0,2026-06-18,2,3,Good,75.2,2026-09-09
CHILL-B33412,Chiller #412,Chiller,B3,3,2022-03-10,5841,58.2,3.62,36.7,47.9,2026-07-03,14,2,Warning,51.8,2026-08-10
AHU-B25413,Air Handling Unit #413,Air Handling Unit,B2,5,2022-07-06,8941,86.3,5.55,75.2,87.8,2026-05-04,1,7,Critical,5.0,2026-09-09
PUMP-B32414,Water Pump #414,Water Pump,B3,2,2020-09-06,9249,68.0,3.83,30.8,60.6,2026-01-13,1,2,Critical,35.9,2026-08-03
HVAC-B22415,HVAC Unit #415,HVAC Unit,B2,2,2020-04-28,13232,36.9,0.92,43.8,20.2,2026-06-20,19,6,Warning,57.1,2026-08-02
CTWR-B11416,Cooling Tower #416,Cooling Tower,B1,1,2021-08-17,17254,42.8,1.33,50.4,43.7,2026-05-12,22,6,Warning,53.2,2026-09-13
ELEV-B34417,Elevator #417,Elevator,B3,4,2020-09-28,17575,33.5,2.39,55.5,15.8,2026-04-13,5,6,Critical,45.3,2026-09-05
PUMP-B13418,Water Pump #418,Water Pump,B1,3,2022-04-25,1725,47.0,1.41,51.4,37.0,2026-02-21,7,3,Good,81.1,2026-11-13
GEN-B11419,Generator #419,Generator,B1,1,2020-08-09,17150,39.4,0.97,44.1,43.7,2026-02-05,13,3,Warning,68.3,2026-08-05
PUMP-B13420,Water Pump #420,Water Pump,B1,3,2022-07-21,15401,48.4,1.59,42.6,44.4,2026-07-16,3,4,Warning,60.5,2026-08-06
PUMP-B13421,Water Pump #421,Water Pump,B1,3,2023-03-01,4519,37.4,0.64,45.5,29.2,2026-01-15,5,5,Good,70.6,2026-12-11
COMP-B25422,Compressor #422,Compressor,B2,5,2021-05-12,2868,40.8,1.48,54.2,13.2,2026-07-18,17,4,Good,77.2,2026-09-05
CTWR-B24423,Cooling Tower #423,Cooling Tower,B2,4,2024-12-21,9952,35.9,1.71,46.4,19.3,2026-01-10,5,1,Good,83.5,2026-09-05
GEN-B25424,Generator #424,Generator,B2,5,2020-07-26,6169,51.8,0.98,57.9,17.4,2026-01-09,14,4,Warning,66.5,2026-09-13
CHILL-B14425,Chiller #425,Chiller,B1,4,2020-11-16,4943,50.0,1.71,57.7,40.1,2026-03-19,3,5,Warning,62.9,2026-09-11
PUMP-B32426,Water Pump #426,Water Pump,B3,2,2024-11-27,18240,68.2,3.29,62.6,58.6,2026-03-11,22,2,Critical,31.5,2026-09-08
CTWR-B15427,Cooling Tower #427,Cooling Tower,B1,5,2021-05-04,6048,58.7,4.71,48.6,50.4,2026-01-23,18,1,Critical,46.8,2026-09-07
CTWR-B25428,Cooling Tower #428,Cooling Tower,B2,5,2021-05-03,9146,50.6,0.72,47.0,41.3,2026-04-13,6,4,Warning,64.9,2026-09-03
CTWR-B21429,Cooling Tower #429,Cooling Tower,B2,1,2021-06-04,11292,63.4,4.72,53.5,57.8,2026-07-08,8,3,Critical,26.4,2026-09-04
AHU-B22430,Air Handling Unit #430,Air Handling Unit,B2,2,2023-06-19,13548,47.9,0.62,50.6,28.3,2026-01-26,3,0,Good,83.6,2026-10-02
HVAC-B22431,HVAC Unit #431,HVAC Unit,B2,2,2019-03-10,13218,66.9,4.13,33.5,50.8,2026-03-11,22,5,Critical,15.7,2026-08-01
CHILL-B15432,Chiller #432,Chiller,B1,5,2019-04-26,6768,75.4,7.93,63.5,99.1,2026-03-05,13,9,Critical,5.0,2026-08-08
ELEV-B15433,Elevator #433,Elevator,B1,5,2019-08-20,8533,38.8,0.89,49.6,26.9,2026-05-10,10,0,Healthy,91.7,2026-11-21
CTWR-B22434,Cooling Tower #434,Cooling Tower,B2,2,2021-11-11,8099,35.1,0.74,51.4,15.9,2026-01-15,8,3,Good,77.1,2026-10-05
CHILL-B23435,Chiller #435,Chiller,B2,3,2024-06-19,9039,50.6,1.8,52.7,36.1,2026-03-23,16,3,Warning,67.5,2026-08-15
COMP-B31436,Compressor #436,Compressor,B3,1,2021-03-13,7474,48.8,2.05,48.2,38.8,2026-04-22,12,0,Good,83.9,2026-12-26
PUMP-B22437,Water Pump #437,Water Pump,B2,2,2021-12-23,15039,89.5,9.19,31.6,114.2,2026-03-14,22,3,Critical,5.4,2026-08-08
PUMP-B11438,Water Pump #438,Water Pump,B1,1,2020-04-17,17431,40.4,1.99,52.1,35.5,2026-07-20,9,1,Good,73.9,2026-11-11
HVAC-B14439,HVAC Unit #439,HVAC Unit,B1,4,2023-04-07,6043,46.7,1.51,50.5,41.4,2026-05-20,11,5,Warning,67.2,2026-08-07
HVAC-B25440,HVAC Unit #440,HVAC Unit,B2,5,2023-05-18,16156,40.1,1.73,54.7,27.7,2026-04-15,2,2,Good,72.3,2026-10-11
GEN-B23441,Generator #441,Generator,B2,3,2021-11-28,2468,59.3,3.33,51.2,47.2,2026-07-15,8,5,Critical,41.3,2026-08-07
HVAC-B21442,HVAC Unit #442,HVAC Unit,B2,1,2019-05-18,14856,67.5,4.33,61.5,68.3,2026-06-02,1,4,Critical,16.7,2026-09-10
GEN-B35443,Generator #443,Generator,B3,5,2021-02-28,8895,35.5,1.78,42.2,26.2,2026-03-21,13,4,Warning,69.0,2026-08-08
HVAC-B12444,HVAC Unit #444,HVAC Unit,B1,2,2024-12-09,6738,40.3,2.23,45.3,17.4,2026-01-25,22,2,Good,77.2,2026-11-10
CHILL-B12445,Chiller #445,Chiller,B1,2,2019-01-08,3362,41.0,0.82,54.3,37.7,2026-04-17,9,1,Healthy,91.7,2026-09-16
ELEV-B13446,Elevator #446,Elevator,B1,3,2019-06-06,13910,89.0,9.39,63.9,118.7,2026-01-06,7,5,Critical,5.0,2026-08-06
AHU-B35447,Air Handling Unit #447,Air Handling Unit,B3,5,2020-08-25,12714,68.5,3.66,62.3,68.5,2026-04-07,1,2,Critical,33.4,2026-08-04
COMP-B31448,Compressor #448,Compressor,B3,1,2024-04-27,17399,38.4,1.26,56.4,13.2,2026-02-01,18,6,Warning,53.1,2026-09-01
PUMP-B33449,Water Pump #449,Water Pump,B3,3,2022-12-27,1443,34.7,0.77,50.3,37.3,2026-05-05,11,6,Warning,68.6,2026-09-08
PUMP-B15450,Water Pump #450,Water Pump,B1,5,2019-11-11,9262,60.0,4.52,32.2,54.7,2026-02-23,10,4,Critical,28.8,2026-09-14
CTWR-B13451,Cooling Tower #451,Cooling Tower,B1,3,2021-07-03,13120,38.0,0.64,57.7,22.8,2026-06-03,3,3,Good,72.2,2026-10-17
CHILL-B21452,Chiller #452,Chiller,B2,1,2019-05-25,12137,36.2,2.04,45.7,21.1,2026-07-25,11,0,Good,83.6,2026-09-26
ELEV-B33453,Elevator #453,Elevator,B3,3,2019-07-25,2534,38.7,1.93,44.2,15.1,2026-05-01,10,3,Good,78.9,2026-09-16
HVAC-B23454,HVAC Unit #454,HVAC Unit,B2,3,2022-09-04,9860,92.7,6.34,42.7,84.1,2026-06-28,6,7,Critical,5.0,2026-08-11
HVAC-B22455,HVAC Unit #455,HVAC Unit,B2,2,2024-12-05,6749,40.2,1.83,56.0,31.0,2026-06-25,22,4,Good,70.6,2026-10-16
GEN-B14456,Generator #456,Generator,B1,4,2020-10-22,13928,38.9,1.33,51.5,42.1,2026-03-09,7,6,Warning,56.4,2026-08-10
CHILL-B34457,Chiller #457,Chiller,B3,4,2021-11-20,17507,35.8,1.06,44.1,18.1,2026-06-19,1,0,Good,83.0,2026-09-22
GEN-B11458,Generator #458,Generator,B1,1,2020-04-24,2725,51.3,1.1,43.8,12.1,2026-02-23,3,5,Warning,65.4,2026-08-14
HVAC-B21459,HVAC Unit #459,HVAC Unit,B2,1,2021-04-15,5931,34.5,1.26,57.6,24.5,2026-05-22,5,5,Warning,69.2,2026-09-08
GEN-B32460,Generator #460,Generator,B3,2,2020-07-12,7360,78.3,7.45,38.3,78.2,2026-04-15,22,7,Critical,5.0,2026-08-01
HVAC-B34461,HVAC Unit #461,HVAC Unit,B3,4,2023-05-07,14746,37.6,1.37,42.2,37.9,2026-05-03,4,2,Good,75.7,2026-12-12
ELEV-B32462,Elevator #462,Elevator,B3,2,2022-04-23,10231,41.6,1.39,44.1,37.8,2026-06-16,16,3,Good,75.0,2026-12-08
AHU-B13463,Air Handling Unit #463,Air Handling Unit,B1,3,2024-06-17,9549,63.8,3.42,46.1,47.8,2026-01-08,4,2,Critical,43.7,2026-09-05
GEN-B35464,Generator #464,Generator,B3,5,2023-10-26,7194,73.1,9.61,42.2,106.3,2026-04-19,21,6,Critical,5.0,2026-09-01
COMP-B12465,Compressor #465,Compressor,B1,2,2019-12-10,15121,65.0,4.06,56.8,73.9,2026-05-19,9,5,Critical,16.5,2026-09-02
CTWR-B25466,Cooling Tower #466,Cooling Tower,B2,5,2020-04-11,2700,36.8,1.2,45.6,43.6,2026-01-23,11,2,Good,87.4,2026-09-04
AHU-B14467,Air Handling Unit #467,Air Handling Unit,B1,4,2019-04-15,14712,45.6,2.36,49.1,16.5,2026-06-07,18,5,Warning,52.7,2026-08-06
CHILL-B13468,Chiller #468,Chiller,B1,3,2019-10-14,5141,41.0,0.98,47.5,19.8,2026-01-03,9,5,Good,70.0,2026-11-26
GEN-B14469,Generator #469,Generator,B1,4,2024-05-18,6673,32.1,2.12,55.1,19.1,2026-04-11,22,6,Warning,58.2,2026-08-02
GEN-B33470,Generator #470,Generator,B3,3,2019-07-23,12634,45.9,0.65,43.6,32.7,2026-01-22,12,6,Warning,56.7,2026-09-04
AHU-B12471,Air Handling Unit #471,Air Handling Unit,B1,2,2024-01-24,7078,34.7,1.43,52.6,19.4,2026-02-02,7,6,Warning,63.1,2026-08-12
GEN-B23472,Generator #472,Generator,B2,3,2024-07-05,3273,35.4,0.66,44.8,39.8,2026-04-04,6,3,Good,81.8,2026-09-25
AHU-B11473,Air Handling Unit #473,Air Handling Unit,B1,1,2020-07-04,15441,59.5,3.84,52.2,65.6,2026-05-19,8,5,Critical,24.1,2026-09-15
COMP-B15474,Compressor #474,Compressor,B1,5,2023-11-19,8264,48.7,1.4,47.1,32.0,2026-06-26,15,3,Good,72.9,2026-09-07
CTWR-B24475,Cooling Tower #475,Cooling Tower,B2,4,2023-08-03,4979,46.0,2.31,43.8,27.8,2026-06-19,5,0,Good,87.2,2026-10-02
AHU-B32476,Air Handling Unit #476,Air Handling Unit,B3,2,2020-04-02,17859,59.1,3.9,43.6,61.6,2026-03-09,20,4,Critical,26.7,2026-09-09
AHU-B11477,Air Handling Unit #477,Air Handling Unit,B1,1,2022-08-28,7927,66.9,2.98,35.9,58.8,2026-04-24,5,6,Critical,25.6,2026-08-12
PUMP-B22478,Water Pump #478,Water Pump,B2,2,2024-05-28,12265,47.6,2.0,53.1,40.5,2026-06-01,1,0,Good,81.0,2026-09-11
AHU-B35479,Air Handling Unit #479,Air Handling Unit,B3,5,2019-02-23,7439,47.7,1.57,47.9,38.0,2026-06-20,16,6,Warning,59.2,2026-08-12
AHU-B23480,Air Handling Unit #480,Air Handling Unit,B2,3,2022-11-04,17715,37.2,0.75,55.0,31.8,2026-05-18,21,2,Good,72.8,2026-12-10
COMP-B31481,Compressor #481,Compressor,B3,1,2020-03-27,10669,60.3,3.74,50.3,59.6,2026-01-20,17,4,Critical,33.7,2026-08-01
ELEV-B14482,Elevator #482,Elevator,B1,4,2021-11-11,4106,42.6,1.33,51.0,19.8,2026-02-26,12,5,Good,71.0,2026-11-17
GEN-B23483,Generator #483,Generator,B2,3,2024-01-12,11362,46.6,1.59,42.6,27.5,2026-04-07,6,6,Warning,56.4,2026-08-07
COMP-B33484,Compressor #484,Compressor,B3,3,2019-10-25,18430,37.4,0.68,44.0,24.9,2026-07-17,6,1,Good,77.1,2026-09-18
HVAC-B23485,HVAC Unit #485,HVAC Unit,B2,3,2024-03-18,16720,39.6,1.97,50.5,14.1,2026-03-08,16,1,Good,74.7,2026-10-22
CHILL-B14486,Chiller #486,Chiller,B1,4,2023-11-10,6799,45.3,1.15,46.8,12.7,2026-04-25,17,4,Good,73.1,2026-10-12
CTWR-B11487,Cooling Tower #487,Cooling Tower,B1,1,2021-05-03,16337,50.9,1.74,44.5,43.2,2026-03-25,2,6,Critical,45.6,2026-09-14
HVAC-B14488,HVAC Unit #488,HVAC Unit,B1,4,2020-12-22,13292,37.9,2.33,56.6,12.8,2026-01-16,11,4,Warning,60.0,2026-09-05
CTWR-B23489,Cooling Tower #489,Cooling Tower,B2,3,2023-10-27,17754,34.2,1.03,53.2,29.1,2026-07-09,1,6,Warning,52.7,2026-09-12
AHU-B25490,Air Handling Unit #490,Air Handling Unit,B2,5,2024-01-22,12338,33.2,2.14,45.8,42.2,2026-02-25,2,2,Good,72.6,2026-11-07
ELEV-B33491,Elevator #491,Elevator,B3,3,2024-02-13,8470,33.9,1.68,50.4,35.8,2026-07-04,5,6,Warning,60.2,2026-08-10
GEN-B15492,Generator #492,Generator,B1,5,2019-11-22,7687,44.9,2.4,42.6,25.4,2026-01-24,16,1,Good,79.9,2026-09-03
COMP-B24493,Compressor #493,Compressor,B2,4,2019-08-17,14543,70.2,2.82,37.4,69.8,2026-07-01,18,5,Critical,21.9,2026-08-06
CTWR-B15494,Cooling Tower #494,Cooling Tower,B1,5,2020-10-17,1629,41.4,1.87,46.2,21.4,2026-05-04,8,5,Good,70.3,2026-12-01
GEN-B23495,Generator #495,Generator,B2,3,2023-06-05,3098,48.2,2.17,52.2,31.0,2026-01-18,3,2,Good,77.8,2026-11-08
GEN-B25496,Generator #496,Generator,B2,5,2022-06-27,2064,40.1,0.91,53.6,43.1,2026-05-20,19,1,Healthy,93.0,2026-10-03
GEN-B23497,Generator #497,Generator,B2,3,2021-06-14,3714,88.3,9.14,39.8,98.9,2026-06-02,3,4,Critical,11.4,2026-09-11
HVAC-B22498,HVAC Unit #498,HVAC Unit,B2,2,2022-07-14,15466,34.3,0.83,54.5,12.6,2026-01-07,2,4,Warning,65.0,2026-08-09
GEN-B24499,Generator #499,Generator,B2,4,2022-10-03,2093,33.5,2.29,45.4,43.4,2026-07-07,13,1,Good,86.2,2026-11-11
PUMP-B14500,Water Pump #500,Water Pump,B1,4,2023-09-06,15494,48.9,1.36,51.0,41.8,2026-05-07,19,0,Good,80.6,2026-11-10
HVAC-B12501,HVAC Unit #501,HVAC Unit,B1,2,2021-09-01,18495,38.0,1.46,52.7,30.2,2026-05-05,15,6,Warning,52.0,2026-09-01
GEN-B13502,Generator #502,Generator,B1,3,2023-12-04,2949,45.8,0.63,55.2,28.7,2026-05-19,4,5,Good,71.3,2026-09-26
ELEV-B25503,Elevator #503,Elevator,B2,5,2020-01-23,16047,61.8,4.0,52.9,73.3,2026-04-25,9,4,Critical,24.7,2026-09-14
ELEV-B35504,Elevator #504,Elevator,B3,5,2023-12-24,16148,42.7,1.26,48.1,43.4,2026-02-05,3,4,Warning,64.3,2026-09-10
CHILL-B21505,Chiller #505,Chiller,B2,1,2023-05-19,7571,48.8,2.05,45.6,37.8,2026-07-14,6,1,Good,78.8,2026-12-19
HVAC-B25506,HVAC Unit #506,HVAC Unit,B2,5,2024-01-18,16698,41.1,1.35,56.3,33.2,2026-02-24,5,3,Warning,68.8,2026-08-05
GEN-B35507,Generator #507,Generator,B3,5,2020-06-22,13055,63.8,4.11,52.4,46.5,2026-07-10,21,1,Critical,39.4,2026-08-15
PUMP-B21508,Water Pump #508,Water Pump,B2,1,2020-12-19,15426,49.0,0.87,51.4,23.8,2026-06-05,11,0,Good,80.6,2026-12-22
ELEV-B15509,Elevator #509,Elevator,B1,5,2022-10-13,12495,48.6,0.63,49.7,26.1,2026-06-27,14,5,Warning,58.9,2026-08-13
GEN-B33510,Generator #510,Generator,B3,3,2023-06-25,5138,37.3,1.57,45.8,38.3,2026-03-28,9,6,Warning,64.4,2026-09-11
HVAC-B12511,HVAC Unit #511,HVAC Unit,B1,2,2022-04-01,1413,44.0,2.23,48.2,44.9,2026-01-27,22,6,Warning,62.4,2026-09-09
GEN-B11512,Generator #512,Generator,B1,1,2024-04-27,12172,81.3,5.46,66.0,79.5,2026-05-03,1,3,Critical,9.5,2026-09-01
COMP-B22513,Compressor #513,Compressor,B2,2,2024-09-07,15726,33.0,1.26,52.2,20.9,2026-04-15,21,3,Warning,69.7,2026-09-10
ELEV-B22514,Elevator #514,Elevator,B2,2,2019-12-15,5778,66.4,3.99,43.8,62.1,2026-01-24,13,6,Critical,19.7,2026-09-12
COMP-B21515,Compressor #515,Compressor,B2,1,2020-10-23,3388,42.5,1.56,43.1,18.4,2026-02-15,9,0,Healthy,96.2,2026-10-03
AHU-B23516,Air Handling Unit #516,Air Handling Unit,B2,3,2024-03-07,12496,50.5,1.44,45.3,44.9,2026-02-22,13,0,Good,81.8,2026-09-03
AHU-B14517,Air Handling Unit #517,Air Handling Unit,B1,4,2019-04-25,15024,45.4,0.84,49.9,30.9,2026-03-13,8,6,Warning,54.9,2026-08-04
GEN-B21518,Generator #518,Generator,B2,1,2024-09-10,11262,51.2,2.16,47.2,16.6,2026-04-10,9,4,Warning,56.6,2026-08-14
CHILL-B23519,Chiller #519,Chiller,B2,3,2021-01-08,16002,34.0,1.45,43.7,16.7,2026-04-24,7,5,Warning,59.4,2026-09-11
AHU-B11520,Air Handling Unit #520,Air Handling Unit,B1,1,2019-03-21,4223,48.5,0.78,45.1,29.1,2026-04-06,16,6,Warning,62.0,2026-09-12
